Name,Caliber,status,Height,position,weight,rank,homeTown,Speed(base),Strength(base),Agility(base),Acceleration(base),Jumping(base),Awareness(base),Stamina(base),Injury(base),"Break Tackle(rushing)",Trucking(rushing),Elusiveness(rushing),"Stiff Arm(rushing)","Spin Move(rushing)","Juke Move(rushing)",Carrying(rushing),"Ball Carrier Vision(rushing)","Pass Block(blocking)","Run Block(blocking)","Impact Blocking(blocking)",Catching(receiving),"Spectacular Catch(receiving)","Catch In Traffic(receiving)","Route Running(receiving)",Release(receiving),Tackle(tackling),"Hit Power(tackling)",Pursuit(tackling),"Play Recognition(tackling)","Power Moves(blockingShedding)","Finesse Moves(blockingShedding)","Block Shedding(blockingShedding)","Man Coverage(coverage)","Zone Coverage(coverage)",Press(coverage),"Throw Power(passing)","Throw Accuracy(passing)","Kick Power(kicking)","Kick Accuracy(kicking)","School 1","School 2","School 3","School 4","School 5","School 6","School 7","School 8","School 9","School 10"
"Troy Roberts",3,"Soft Commit","6'1""",SS,"200 lbs",720,Stafford,B,D,C,B,C,,C,B,,,,,,,,,,,,,,,,,C,C,D,D,D,D,D,D,C,C,,,,,SMU,UTSA,,,,,,,,
"Larry Cunningham",3,"10 Schools Remaining","6'0""",OLB,"227 lbs",721,Hayward,A,D,D,B,C,,B,B,,,,,,,,,,,,,,,,,C,D,D,D,D,C,C,D,D,D,,,,,Cal,Hawai'i,,,,,,,,
"Rudy Young",3,"10 Schools Remaining","6'0""",DE,"232 lbs",722,"San Diego",D,C,D,B,D,,C,C,,,,,,,,,,,,,,,,,D,D,B,C,C,B,D,,,,,,,,"San Diego State",UCLA,"Fresno State",,,,,,,
"Richard Kaplan",3,"Soft Commit","5'11""",MLB,"247 lbs",723,"Belle Glade",C,D,D,B,D,,B,B,,,,,,,,,,,,,,,,,C,C,C,C,D,C,D,D,D,D,,,,,Miami,UCF,Florida,"Florida State",Tennessee,"West Virginia",,,,
"Erik Johnson",3,"10 Schools Remaining","6'1""",DE,"234 lbs",724,Cleveland,D,C,D,D,D,,D,B,,,,,,,,,,,,,,,,,D,D,D,C,C,C,B,,,,,,,,UTEP,,,,,,,,,
"Kevin Rogers",3,"10 Schools Remaining","6'4""",TE,"242 lbs",725,"Buena Park",D,C,D,C,B,,C,C,D,C,D,D,D,C,D,B,C,D,C,B,D,D,D,D,,,,,,,,,,,,,,,Cal,Oregon,Stanford,,,,,,,
"Marcus Wheatley",3,"10 Schools Remaining","5'10""",WR,"198 lbs",726,"Haltom City",B,D,B,B,C,,B,B,D,D,D,D,D,D,C,D,,,,D,D,D,C,D,,,,,,,,,,,,,,,SMU,,,,,,,,,
"Todd Smith",3,"10 Schools Remaining","6'2""",DE,"227 lbs",727,Rendon,C,C,D,B,D,,D,C,,,,,,,,,,,,,,,,,D,D,D,D,D,C,D,,,,,,,,TCU,,,,,,,,,
"Johnny Wiggins",3,"10 Schools Remaining","6'2""",DE,"235 lbs",728,Friendswood,C,D,D,B,D,,B,C,,,,,,,,,,,,,,,,,D,C,D,C,C,D,C,,,,,,,,LSU,,,,,,,,,
"Michael Ford",3,"10 Schools Remaining","6'2""",C,"268 lbs",729,Friendswood,D,C,C,B,D,,D,C,,,,,,,,,C,C,D,,,,,,,,,,,,,,,,,,,,BYU,Oregon,Oklahoma,USC,Colorado,Stanford,"Texas A&M","San Diego State","Oregon State",UNLV
"Josh Rodriguez",3,"10 Schools Remaining","6'2""",DT,"295 lbs",730,Santee,D,B,D,D,D,,D,B,,,,,,,,,,,,,,,,,D,C,D,C,D,D,C,,,,,,,,Arkansas,,,,,,,,,
"Joey Hall",3,"10 Schools Remaining","5'10""",HB,"191 lbs",731,"Port Lavaca",B,D,C,B,D,,C,C,D,D,D,D,B,C,D,D,D,D,D,D,D,D,D,D,,,,,,,,,,,,,,,Rice,,,,,,,,,
"Pete Love",3,"10 Schools Remaining","6'1""",DT,"254 lbs",732,"Olympia Heights",D,B,D,D,D,,C,B,,,,,,,,,,,,,,,,,D,D,C,D,C,C,C,,,,,,,,"Mississippi State",Florida,,,,,,,,
"Michael Myers",3,"10 Schools Remaining","6'1""",FS,"204 lbs",733,"Lone Grove",B,D,D,B,C,,B,C,,,,,,,,,,,,,,,,,C,B,C,D,D,D,D,D,C,B,,,,,Houston,,,,,,,,,
"Stevie Walker",3,"10 Schools Remaining","6'1""",WR,"180 lbs",734,Campbell,B,D,C,B,D,,B,B,D,D,D,D,D,D,B,C,,,,D,D,D,D,D,,,,,,,,,,,,,,,"San Diego State",LSU,,,,,,,,
"Doug Terry",3,"Soft Commit","6'2""",SS,"180 lbs",735,Meraux,B,C,D,B,C,,C,C,,,,,,,,,,,,,,,,,D,B,C,D,D,D,D,D,C,D,,,,,"Kansas State",Rutgers,"Florida State",,,,,,,
"Aaron Butler",3,"10 Schools Remaining","6'0""",HB,"208 lbs",736,"La Mirada",B,B,B,C,B,,A,A,D,C,B,D,C,B,D,C,D,D,D,D,D,D,D,C,,,,,,,,,,,,,,,Washington,Nevada,Stanford,,,,,,,
"Robert Maxey",3,"10 Schools Remaining","6'1""",T,"266 lbs",737,Oakland,C,B,D,A,D,,D,C,,,,,,,,,C,C,B,,,,,,,,,,,,,,,,,,,,Cal,Oklahoma,Stanford,Oregon,,,,,,
"Michael Charles",3,"10 Schools Remaining","6'3""",OLB,"230 lbs",738,Grambling,B,C,D,D,C,,B,B,,,,,,,,,,,,,,,,,C,C,D,C,C,B,D,D,D,D,,,,,Houston,"Arkansas State",UTSA,Miami,Baylor,,,,,
"Jack Manning",3,"10 Schools Remaining","6'1""",QB,"235 lbs",739,Prien,C,D,C,C,D,,C,D,D,D,D,D,D,C,D,D,,,,,,,,,,,,,,,,,,,C,C,,,Baylor,"Texas A&M",Miami,"Southern Miss",SMU,,,,,
"Kevin Wayne",3,"10 Schools Remaining","6'2""",ATH,"258 lbs",740,"Rock Island",C,D,D,C,D,,C,B,D,D,D,D,D,D,D,D,,,,D,D,D,D,D,C,D,D,C,D,D,D,D,D,D,D,D,,,"Arizona State",Virginia,"Boise State",,,,,,,
"Kyle Bonner",3,"10 Schools Remaining","6'3""",P,"217 lbs",741,Woodhaven,D,D,D,C,D,,B,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,B,Michigan,"Notre Dame",Wisconsin,"Ohio State","Michigan State",Colorado,Navy,"Air Force",Wyoming,Tulsa
"Ben Perry",3,"Soft Commit","6'1""",WR,"182 lbs",742,Clinton,C,D,D,B,C,,B,B,D,D,D,D,D,D,C,B,,,,C,C,C,C,C,,,,,,,,,,,,,,,ECU,"Georgia Tech","South Carolina","NC State",,,,,,
"Marques Jones",3,"10 Schools Remaining","6'5""",G,"302 lbs",743,Maitland,D,D,D,B,D,,D,B,,,,,,,,,B,C,D,,,,,,,,,,,,,,,,,,,,"Ole Miss",Marshall,,,,,,,,
"Ray Cooper",3,"10 Schools Remaining","6'1""",HB,"202 lbs",744,Merced,B,D,C,B,D,,C,C,D,D,B,C,C,B,D,D,D,D,D,D,D,D,D,D,,,,,,,,,,,,,,,"Fresno State",Cal,Washington,,,,,,,
"Antoine Leach",3,"10 Schools Remaining","6'0""",C,"282 lbs",745,Bolingbrook,D,B,D,B,D,,D,A,,,,,,,,,C,C,C,,,,,,,,,,,,,,,,,,,,Virginia,Cal,Auburn,Michigan,Wisconsin,Northwestern,,,,
"Melvin Christian",3,"10 Schools Remaining","5'11""",CB,"162 lbs",746,Adrian,B,D,C,B,C,,B,C,,,,,,,,,,,,,,,,,D,C,C,D,D,D,D,D,C,C,,,,,"Boston College",,,,,,,,,
"Joey Mills",3,"5 Schools Remaining","6'4""",DT,"279 lbs",747,Inglewood,D,C,D,D,D,,D,D,,,,,,,,,,,,,,,,,D,C,C,C,B,D,C,,,,,,,,"Fresno State",Hawai'i,,,,,,,,
"Robert Stewart",3,"10 Schools Remaining","6'0""",T,"269 lbs",748,"Lincoln Village",D,C,D,B,C,,D,C,,,,,,,,,D,B,B,,,,,,,,,,,,,,,,,,,,Ohio,Tennessee,"Ohio State",,,,,,,
"Blake Joseph",3,"10 Schools Remaining","6'0""",WR,"185 lbs",749,"Harper Woods",A,D,D,C,D,,C,D,D,D,D,D,D,D,C,D,,,,D,D,D,D,D,,,,,,,,,,,,,,,Purdue,,,,,,,,,
"Alonzo Harris",3,"10 Schools Remaining","6'2""",DT,"285 lbs",750,Xenia,D,C,D,B,D,,D,C,,,,,,,,,,,,,,,,,D,C,D,B,D,D,B,,,,,,,,"West Virginia",Tennessee,Ohio,"Notre Dame",Cincinnati,,,,,
"Pat Pierce",3,"10 Schools Remaining","6'2""",HB,"186 lbs",751,Waverly,C,D,D,C,D,,B,C,C,D,C,D,C,C,D,C,D,D,D,D,D,D,D,D,,,,,,,,,,,,,,,"Michigan State",Virginia,Syracuse,"Ohio State","Texas A&M",Michigan,,,,
"Harvey McDaniel",3,"Soft Commit","5'11""",CB,"186 lbs",752,Crowley,B,D,B,A,B,,C,B,,,,,,,,,,,,,,,,,D,C,C,D,D,D,D,C,D,D,,,,,Arkansas,,,,,,,,,
"Stanley Mitchell",3,"10 Schools Remaining","6'0""",HB,"196 lbs",753,Ponchatoula,C,D,A,C,C,,B,B,D,D,D,B,B,C,D,D,D,D,D,D,D,D,D,D,,,,,,,,,,,,,,,TCU,Houston,Stanford,"Southern Miss",,,,,,
"Danny Childress",3,"10 Schools Remaining","6'2""",QB,"220 lbs",754,Bedford,D,D,D,D,D,,C,C,D,D,D,D,D,D,D,D,,,,,,,,,,,,,,,,,,,C,B,,,"Penn State","North Carolina","Michigan State",Wisconsin,,,,,,
"Jonathan Swanson",3,"Soft Commit","6'6""",T,"278 lbs",755,Danville,D,B,D,B,D,,C,C,,,,,,,,,C,C,D,,,,,,,,,,,,,,,,,,,,"Arizona State",Cal,Oregon,Stanford,,,,,,
"Jermaine Bullock",3,"10 Schools Remaining","6'3""",DT,"288 lbs",756,"King of Prussia",D,D,D,C,C,,B,C,,,,,,,,,,,,,,,,,D,D,C,D,C,C,B,,,,,,,,Tennessee,Georgia,,,,,,,,
"James Vincent",3,"10 Schools Remaining","6'0""",P,"207 lbs",757,"Breaux Bridge",D,D,D,D,D,,B,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B,C,LSU,Arkansas,Texas,"Michigan State",Wyoming,Tulsa,,,,
"Justin Haumiller",3,"10 Schools Remaining","5'11""",HB,"199 lbs",758,"New Albany",A,D,C,C,D,,C,C,D,D,B,D,C,C,D,C,D,D,D,D,D,D,D,C,,,,,,,,,,,,,,,Georgia,"Notre Dame",,,,,,,,
"Marquis Holmes",3,"10 Schools Remaining","6'1""",MLB,"234 lbs",759,Danville,B,D,D,C,D,,B,B,,,,,,,,,,,,,,,,,D,C,D,C,C,D,C,C,D,D,,,,,"South Carolina",Oklahoma,"Michigan State",Indiana,,,,,,
"Mike Miles",3,"Soft Commit","6'4""",G,"296 lbs",760,Carlisle,D,C,D,A,D,,C,C,,,,,,,,,C,C,C,,,,,,,,,,,,,,,,,,,,"Boston College",Navy,,,,,,,,
"Kerry Nichols",3,"Soft Commit","6'1""",MLB,"242 lbs",761,Jeannette,C,C,D,B,D,,D,C,,,,,,,,,,,,,,,,,C,D,D,D,D,D,D,D,D,D,,,,,Pittsburgh,"Penn State",Navy,,,,,,,
"Eric Cooley",3,"10 Schools Remaining","5'11""",HB,"228 lbs",762,Marion,C,B,D,B,B,,C,C,C,C,D,C,D,D,C,C,D,D,D,D,D,D,D,D,,,,,,,,,,,,,,,"NC State","Georgia Tech",Duke,,,,,,,
"Kevin Quinn",3,"10 Schools Remaining","5'11""",CB,"171 lbs",763,Moody,B,D,B,B,B,,C,B,,,,,,,,,,,,,,,,,D,D,D,D,D,D,D,C,C,C,,,,,"Mississippi State",,,,,,,,,
"Tim Brown",3,"10 Schools Remaining","6'5""",T,"278 lbs",764,Midland,D,C,D,B,D,,D,A,,,,,,,,,C,C,C,,,,,,,,,,,,,,,,,,,,Indiana,"Notre Dame",Wisconsin,,,,,,,
"Benjamin Pollock",3,"10 Schools Remaining","6'4""",DE,"277 lbs",765,Prichard,D,D,D,B,D,,C,C,,,,,,,,,,,,,,,,,C,C,C,C,C,D,C,,,,,,,,Miami,Georgia,Auburn,LSU,,,,,,
"Austin Torres",3,"10 Schools Remaining","6'4""",TE,"259 lbs",766,"Fort Lee",C,D,C,C,D,,C,C,D,C,D,D,D,D,D,D,C,D,D,D,D,B,D,D,,,,,,,,,,,,,,,Virginia,"Mississippi State",,,,,,,,
"Jason Collins",3,"10 Schools Remaining","5'9""",CB,"173 lbs",767,"Phenix City",A,D,C,C,C,,B,C,,,,,,,,,,,,,,,,,D,D,C,C,D,D,D,C,C,B,,,,,LSU,,,,,,,,,
"Daniel Taylor",3,"10 Schools Remaining","6'0""",CB,"185 lbs",768,Blackwell,A,D,C,B,C,,B,C,,,,,,,,,,,,,,,,,D,C,D,D,D,D,D,D,B,D,,,,,Wyoming,,,,,,,,,
"Jordan Berry",3,"10 Schools Remaining","5'11""",CB,"186 lbs",769,Aventura,A,D,B,C,B,,B,C,,,,,,,,,,,,,,,,,D,D,D,C,D,D,D,C,C,D,,,,,Texas,Arkansas,Miami,,,,,,,
"Phil Herman",3,"10 Schools Remaining","6'0""",CB,"182 lbs",770,Charleston,B,D,C,B,C,,A,C,,,,,,,,,,,,,,,,,D,D,D,D,D,D,D,B,C,C,,,,,Indiana,Tulsa,Illinois,,,,,,,
"Anthony McKnight",3,"10 Schools Remaining","5'11""",OLB,"202 lbs",771,Goldsboro,D,D,D,C,C,,C,B,,,,,,,,,,,,,,,,,C,C,D,C,D,D,B,D,D,D,,,,,"North Carolina",Wisconsin,Texas,,,,,,,
"Jared Smith",3,"Soft Commit","6'1""",WR,"204 lbs",772,"St. Stephens",B,D,D,D,B,,B,B,D,D,D,D,D,D,B,B,,,,C,D,D,C,D,,,,,,,,,,,,,,,ECU,"Wake Forest",,,,,,,,
"Steve Everett",3,"10 Schools Remaining","6'3""",TE,"233 lbs",773,"Roanoke Rapids",B,D,B,B,B,,D,C,C,C,D,D,B,D,D,C,D,D,D,C,C,D,C,C,,,,,,,,,,,,,,,"Southern Miss",Purdue,"NC State",,,,,,,
"Dennis Nugent",3,"10 Schools Remaining","6'3""",G,"299 lbs",774,Oxford,D,B,D,A,D,,D,B,,,,,,,,,B,D,B,,,,,,,,,,,,,,,,,,,,Clemson,Alabama,"Arizona State",Texas,Rutgers,,,,,
"Cody Robinson",3,"Soft Commit","6'0""",WR,"181 lbs",775,Northport,B,D,D,C,B,,B,C,C,D,D,D,D,D,B,D,,,,D,D,D,C,D,,,,,,,,,,,,,,,Rutgers,,,,,,,,,
"Aaron Allen",3,"Soft Commit","6'3""",MLB,"242 lbs",776,"Garden City",B,B,D,B,D,,C,B,,,,,,,,,,,,,,,,,C,D,D,C,D,D,C,D,D,D,,,,,"Southern Miss",,,,,,,,,
"Adam Garcia",3,"Soft Commit","5'11""",DE,"237 lbs",777,"Ft Campbell North",C,D,D,C,C,,C,B,,,,,,,,,,,,,,,,,D,C,C,C,D,B,C,,,,,,,,Maryland,Virginia,"Georgia Tech",Cal,"Ohio State",,,,,
"Steven Ivey",3,"5 Schools Remaining","6'0""",CB,"179 lbs",778,"Blue Springs",A,D,C,B,B,,C,C,,,,,,,,,,,,,,,,,D,D,D,D,D,D,D,B,D,B,,,,,Missouri,Iowa,Illinois,"South Carolina",Alabama,"Notre Dame",SMU,Utah,Oklahoma,Arkansas
"Jason Weldon",3,"Soft Commit","6'6""",DT,"288 lbs",779,"Blue Springs",D,B,D,C,D,,D,B,,,,,,,,,,,,,,,,,D,D,D,D,C,C,B,,,,,,,,"NC State",,,,,,,,,
"Ron Nelson",3,"10 Schools Remaining","6'0""",MLB,"218 lbs",780,Woodlyn,C,C,D,B,D,,B,C,,,,,,,,,,,,,,,,,D,C,C,C,D,C,D,D,C,D,,,,,Buffalo,,,,,,,,,
"Alex Smith",3,"10 Schools Remaining","5'11""",OLB,"225 lbs",781,Westwood,C,B,D,C,C,,D,B,,,,,,,,,,,,,,,,,C,D,D,C,D,D,C,D,D,D,,,,,"Southern Miss","Virginia Tech",USC,,,,,,,
"Wesley Cross",3,"10 Schools Remaining","6'2""",OLB,"220 lbs",782,Oxnard,D,B,D,C,D,,C,B,,,,,,,,,,,,,,,,,B,D,B,C,D,D,C,D,D,D,,,,,UCLA,"San Diego State",Washington,,,,,,,
"Curtis Jones",3,"10 Schools Remaining","6'0""",DE,"260 lbs",783,Champlin,C,C,D,C,D,,B,C,,,,,,,,,,,,,,,,,D,D,C,C,B,B,D,,,,,,,,Michigan,"Ohio State",Iowa,,,,,,,
"Sean Tyler",3,"Soft Commit","6'4""",OLB,"228 lbs",784,Richmond,C,B,C,A,D,,B,B,,,,,,,,,,,,,,,,,D,D,C,B,D,D,D,C,D,C,,,,,"Ohio State",Maryland,Michigan,"Michigan State","South Carolina",,,,,
"Jake Joseph",3,"10 Schools Remaining","6'2""",DT,"280 lbs",785,Cayce,D,C,D,D,D,,D,C,,,,,,,,,,,,,,,,,C,D,D,D,D,C,C,,,,,,,,"South Carolina",,,,,,,,,
"Ricky Bell",3,"Soft Commit","6'1""",OLB,"234 lbs",786,"Union City",B,C,C,A,C,,C,B,,,,,,,,,,,,,,,,,D,C,B,D,D,D,B,D,C,C,,,,,"Penn State","Boston College","Arizona State","Ohio State",Rutgers,Clemson,USC,Florida,Maryland,Texas
"Dan Miller",3,"10 Schools Remaining","6'4""",OLB,"224 lbs",787,Bellefontaine,B,B,D,B,C,,C,C,,,,,,,,,,,,,,,,,C,D,D,D,D,D,D,D,D,D,,,,,"Southern Miss",Auburn,,,,,,,,
"Roy Scruggs",3,"10 Schools Remaining","6'3""",WR,"222 lbs",788,"South Orange",B,D,D,C,A,,B,C,D,D,D,D,D,D,B,C,,,,C,D,D,D,D,,,,,,,,,,,,,,,Florida,,,,,,,,,
"Justin Justice",3,"10 Schools Remaining","6'3""",OLB,"228 lbs",789,"West Hempstead",C,B,D,C,B,,C,B,,,,,,,,,,,,,,,,,C,C,C,D,C,C,D,D,C,C,,,,,Rutgers,Syracuse,"Boston College","Michigan State",,,,,,
"Stephen McKinney",3,"10 Schools Remaining","6'3""",WR,"188 lbs",790,Batesville,B,D,B,B,C,,B,B,D,D,D,D,D,D,A,D,,,,D,D,D,C,D,,,,,,,,,,,,,,,"Louisiana Tech",,,,,,,,,
"William Gonzalez",3,"10 Schools Remaining","5'10""",CB,"180 lbs",791,Ada,B,D,B,B,B,,C,B,,,,,,,,,,,,,,,,,D,D,C,C,D,D,D,C,C,D,,,,,BYU,UTSA,,,,,,,,
"Bennie Hayes",3,"10 Schools Remaining","6'1""",G,"308 lbs",792,Paramus,D,D,D,A,D,,C,D,,,,,,,,,D,B,B,,,,,,,,,,,,,,,,,,,,USC,"Virginia Tech",,,,,,,,
"Gary Taylor",3,"10 Schools Remaining","6'2""",QB,"221 lbs",793,Ottawa,B,D,C,C,B,,C,C,D,D,D,D,D,D,D,D,,,,,,,,,,,,,,,,,,,C,C,,,"Iowa State",,,,,,,,,
"Brad White",3,"10 Schools Remaining","6'0""",DE,"237 lbs",794,Glencoe,D,C,D,B,D,,D,B,,,,,,,,,,,,,,,,,C,C,C,D,D,D,D,,,,,,,,"South Carolina","NC State",,,,,,,,
"Stanford Thompson",3,"Soft Commit","6'2""",WR,"195 lbs",795,"Spring Valley",B,D,B,B,D,,C,B,D,D,D,D,D,D,C,D,,,,D,D,D,D,D,,,,,,,,,,,,,,,Buffalo,"Boston College","NC State",Rutgers,Army,,,,,
"Bryson Branch",3,"10 Schools Remaining","6'4""",DE,"242 lbs",796,"Machesney Park",D,D,D,B,D,,C,D,,,,,,,,,,,,,,,,,C,B,C,C,C,D,D,,,,,,,,Texas,,,,,,,,,
"Will Jones",3,"10 Schools Remaining","6'2""",FS,"206 lbs",797,Burton,B,D,C,B,C,,B,C,,,,,,,,,,,,,,,,,C,C,D,D,D,D,D,C,D,B,,,,,Illinois,"Penn State",Stanford,"Michigan State",,,,,,
"Spencer Wright",3,"Soft Commit","6'1""",DT,"286 lbs",798,Jefferson,D,C,D,D,D,,D,C,,,,,,,,,,,,,,,,,D,C,C,D,C,B,C,,,,,,,,Michigan,"Arizona State","Ohio State",,,,,,,
"Mike Smith",3,"10 Schools Remaining","6'5""",OLB,"237 lbs",799,Clarksdale,B,C,C,B,D,,B,B,,,,,,,,,,,,,,,,,D,B,D,C,D,C,D,C,D,D,,,,,Alabama,"Northern Illinois","Arkansas State","Southern Miss",,,,,,
"Drew Poole",3,"10 Schools Remaining","5'10""",CB,"160 lbs",800,Grenada,B,D,B,B,B,,B,B,,,,,,,,,,,,,,,,,D,C,D,D,D,D,D,C,B,C,,,,,Arkansas,LSU,"Virginia Tech",,,,,,,
"Gary Stokes",3,"5 Schools Remaining","6'1""",FS,"194 lbs",801,Scottsboro,B,D,B,A,C,,B,C,,,,,,,,,,,,,,,,,B,C,C,D,D,D,D,D,D,D,,,,,"Georgia Tech",UCF,,,,,,,,
"Nik Hagen",3,"10 Schools Remaining","6'1""",DT,"273 lbs",802,Kendallville,D,C,D,C,C,,B,B,,,,,,,,,,,,,,,,,C,D,B,C,D,C,D,,,,,,,,"Ohio State",Virginia,Michigan,Oregon,,,,,,
"James Stewart",3,"10 Schools Remaining","6'5""",G,"291 lbs",803,Sterling,D,D,D,B,D,,D,C,,,,,,,,,D,B,C,,,,,,,,,,,,,,,,,,,,Hawai'i,"San Diego State",,,,,,,,
"Brandon Jones",3,"10 Schools Remaining","6'2""",OLB,"211 lbs",804,"West Covina",D,C,D,A,D,,C,C,,,,,,,,,,,,,,,,,D,C,D,C,D,C,D,D,D,D,,,,,Stanford,,,,,,,,,
"Marques Watson",3,"Soft Commit","6'2""",G,"296 lbs",805,Mullens,D,C,D,C,D,,D,C,,,,,,,,,C,B,D,,,,,,,,,,,,,,,,,,,,"Penn State",Marshall,,,,,,,,
"Trey Edwards",3,"5 Schools Remaining","6'5""",T,"333 lbs",806,Crowley,D,B,D,B,D,,C,C,,,,,,,,,C,C,B,,,,,,,,,,,,,,,,,,,,LSU,Arkansas,Texas,"Texas A&M",Cal,"UL Monroe",,,,
"Kirk Joseph",3,"10 Schools Remaining","6'2""",T,"317 lbs",807,Lovell,D,D,D,A,D,,C,B,,,,,,,,,C,B,D,,,,,,,,,,,,,,,,,,,,Colorado,Wyoming,,,,,,,,
"Robert McCall",3,"10 Schools Remaining","6'4""",HB,"194 lbs",808,Cudahy,B,D,B,C,C,,B,C,D,D,D,C,D,B,D,C,D,D,D,D,D,D,D,C,,,,,,,,,,,,,,,Iowa,,,,,,,,,
"Tony Gibson",3,"8 Schools Remaining","6'3""",G,"277 lbs",809,Reston,69,86,D,B,D,,D,C,,,,,,,,,86,C,79,,,,,,,,,,,,,,,,,,,,Rutgers,USC,Alabama,Maryland,Oklahoma,,,,,
"Howard Thompson",3,"10 Schools Remaining","6'0""",WR,"195 lbs",810,Ephraim,B,D,C,B,B,,C,C,D,D,D,D,D,D,A,C,,,,D,D,D,D,D,,,,,,,,,,,,,,,"Utah State",,,,,,,,,
"Chad Ashley",3,"10 Schools Remaining","6'0""",MLB,"240 lbs",811,"West Augusta",D,C,D,D,D,,A,A,,,,,,,,,,,,,,,,,B,D,C,D,D,D,D,D,D,D,,,,,Tennessee,"NC State","Georgia Tech",,,,,,,
"Bryce Riley",3,"Soft Commit","6'2""",WR,"188 lbs",812,Doraville,C,D,B,B,C,,C,B,D,D,D,D,D,D,D,D,,,,C,D,D,D,D,,,,,,,,,,,,,,,UCF,"Ohio State",,,,,,,,
"Terry Fordinal",3,"10 Schools Remaining","6'1""",SS,"180 lbs",813,"Fort Stewart",A,D,A,C,C,,C,C,,,,,,,,,,,,,,,,,D,B,D,D,D,D,C,D,D,D,,,,,Tennessee,Illinois,"Florida State",,,,,,,
"William Brigham",3,"10 Schools Remaining","6'2""",WR,"201 lbs",814,"Riviera Beach",C,D,D,C,D,,C,B,D,D,D,D,D,D,B,D,,,,C,C,C,B,B,,,,,,,,,,,,,,,"Florida State",,,,,,,,,
"Jake Bright",3,"5 Schools Remaining","6'2""",WR,"186 lbs",815,"Lehigh Acres",B,D,C,B,B,,B,B,D,D,D,D,D,D,B,C,,,,D,D,D,D,D,,,,,,,,,,,,,,,"Georgia Tech",Florida,FIU,"Florida State",Clemson,"Penn State","Southern Miss","Mississippi State","Virginia Tech",SMU
"Aaron Carlson",3,"10 Schools Remaining","6'0""",P,"210 lbs",816,"Safety Harbor",D,D,C,D,D,,C,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B,C,Alabama,Oklahoma,Georgia,"Notre Dame",Auburn,"South Carolina",Wyoming,Tennessee,,
"Travis Powell",3,"10 Schools Remaining","6'4""",G,"291 lbs",817,"Oak Ridge",D,C,D,D,D,,D,B,,,,,,,,,C,C,D,,,,,,,,,,,,,,,,,,,,"Florida Atlantic",,,,,,,,,
"Joey Allen",3,"10 Schools Remaining","5'11""",MLB,"242 lbs",818,"Canyon Lake",B,D,D,B,D,,C,B,,,,,,,,,,,,,,,,,C,D,D,D,D,C,B,D,D,C,,,,,"Texas Tech","Arkansas State",,,,,,,,
"Michael Richardson",3,"10 Schools Remaining","6'1""",QB,"196 lbs",819,"West Odessa",D,D,D,B,D,,C,B,D,D,D,D,D,C,C,D,,,,,,,,,,,,,,,,,,,B,D,,,Tulane,Houston,,,,,,,,
"Wyatt Barnes",3,"10 Schools Remaining","6'1""",OLB,"221 lbs",820,Odessa,B,C,D,B,C,,C,C,,,,,,,,,,,,,,,,,D,B,C,D,D,D,C,C,C,D,,,,,"Texas Tech","Ohio State",Tulsa,Oregon,,,,,,
"Stephen Latimer",3,"10 Schools Remaining","6'0""",SS,"213 lbs",821,"Port Neches",A,D,C,B,B,,B,C,,,,,,,,,,,,,,,,,D,D,C,D,D,D,C,D,D,C,,,,,TCU,Arkansas,"Texas A&M",,,,,,,
"Jordan Washington",3,"10 Schools Remaining","6'3""",C,"309 lbs",822,Midland,D,C,D,C,D,,B,B,,,,,,,,,D,C,C,,,,,,,,,,,,,,,,,,,,"Texas Tech","Texas A&M",TCU,Oklahoma,"Iowa State",Tulsa,"UL Monroe",Texas,"San Diego State",Rice
"Gary Browning",3,"Soft Commit","6'5""",QB,"200 lbs",823,Conroe,C,D,B,B,D,,B,C,D,D,D,D,D,D,D,D,,,,,,,,,,,,,,,,,,,C,C,,,Arkansas,Stanford,"Penn State",Maryland,,,,,,
"D.J. Richardson",3,"Soft Commit","6'1""",TE,"239 lbs",824,Angleton,D,C,D,B,D,,C,B,C,D,D,D,D,C,D,C,C,D,D,D,D,B,C,B,,,,,,,,,,,,,,,Houston,,,,,,,,,
"Jonathan Ferguson",3,"10 Schools Remaining","5'10""",WR,"189 lbs",825,Victorville,C,D,C,B,B,,C,B,D,D,D,D,D,D,B,C,,,,D,D,D,C,D,,,,,,,,,,,,,,,Cal,"San Diego State",Nevada,,,,,,,
"David Mangum",3,"10 Schools Remaining","5'11""",MLB,"222 lbs",826,Redlands,D,C,D,C,D,,C,A,,,,,,,,,,,,,,,,,D,D,D,C,C,D,B,D,D,D,,,,,"San Diego State",,,,,,,,,
"Julian Hughes",3,"10 Schools Remaining","6'3""",OLB,"232 lbs",827,Laredo,C,C,D,B,D,,C,C,,,,,,,,,,,,,,,,,C,B,C,C,D,D,C,D,D,D,,,,,"Texas Tech","Oklahoma State",,,,,,,,
"Richard Sims",3,"10 Schools Remaining","6'1""",HB,"186 lbs",828,Houston,B,D,D,C,D,,C,B,C,D,D,C,C,D,D,D,D,D,D,D,D,D,D,D,,,,,,,,,,,,,,,Tulsa,"Texas Tech",,,,,,,,
